tweet_id,img_num,breed,timestamp,rating_numerator,rating_denominator,name,dog_nickname,favorite_count,retweet_count
689977555533848577,1,Labrador_retriever,2016-01-21 01:07:23,12,10,Happy,none,1262,407
689999384604450816,1,standard_poodle,2016-01-21 02:34:07,10,10,Covach,none,1303,328
690005060500217858,1,Samoyed,2016-01-21 02:56:40,10,10,none,none,3379,1533
690015576308211712,2,malamute,2016-01-21 03:38:27,12,10,none,pupper,2294,659
690021994562220032,1,malamute,2016-01-21 04:03:58,10,10,Geof,none,2580,921
690360449368465409,1,pug,2016-01-22 02:28:52,9,10,Stop,none,2441,789
690374419777196032,1,kuvasz,2016-01-22 03:24:22,11,10,Phred,none,2964,759
690400367696297985,1,Pembroke,2016-01-22 05:07:29,10,10,Eriq,none,1741,406
690597161306841088,1,Lhasa,2016-01-22 18:09:28,11,10,Lolo,none,1778,546
690649993829576704,1,Mexican_hairless,2016-01-22 21:39:24,11,10,Hazel,none,1199,248
690690673629138944,1,Maltese_dog,2016-01-23 00:21:03,10,10,Cedrick,none,2144,744
690728923253055490,1,kuvasz,2016-01-23 02:53:03,8,10,none,none,1994,465
690735892932222976,1,golden_retriever,2016-01-23 03:20:44,13,10,Peaches,none,3488,1148
690959652130045952,2,golden_retriever,2016-01-23 18:09:53,11,10,none,none,3304,1112
691096613310316544,1,borzoi,2016-01-24 03:14:07,11,10,Left,none,2753,792
691321916024623104,1,Rottweiler,2016-01-24 18:09:23,11,10,Peruvian,none,2376,599
691416866452082688,1,Lakeland_terrier,2016-01-25 00:26:41,13,10,DogJesus,none,17805,6893
691444869282295808,2,Bernese_mountain_dog,2016-01-25 02:17:57,12,10,Bailey,none,2431,750
691459709405118465,1,Shetland_sheepdog,2016-01-25 03:16:56,12,10,Leo,none,3720,1019
691483041324204033,1,bloodhound,2016-01-25 04:49:38,5,10,none,none,2195,500
691675652215414786,1,Chihuahua,2016-01-25 17:35:00,10,10,Richie,none,1794,459
691756958957883396,1,Saint_Bernard,2016-01-25 22:58:05,10,10,BRITISH,none,2593,884
692017291282812928,1,Tibetan_terrier,2016-01-26 16:12:33,9,10,KingsleyWellensworthIII,none,2669,869
692158366030913536,1,pug,2016-01-27 01:33:08,10,10,Edgar,none,1969,718
692187005137076224,2,Siberian_husky,2016-01-27 03:26:56,12,10,ArcticWubberfloof,none,2331,743
692530551048294401,1,Siberian_husky,2016-01-28 02:12:04,10,10,Cody,none,1693,368
692535307825213440,1,pug,2016-01-28 02:30:58,10,10,none,none,2896,1231
692568918515392513,2,golden_retriever,2016-01-28 04:44:32,12,10,Chester,none,4026,1392
692752401762250755,1,Samoyed,2016-01-28 16:53:37,13,10,none,pupper,6266,3294
692828166163931137,1,Samoyed,2016-01-28 21:54:41,12,10,none,pupper,2653,795
692894228850999298,1,German_short-haired_pointer,2016-01-29 02:17:12,10,10,Tupawc,none,2077,713
692901601640583168,1,soft-coated_wheaten_terrier,2016-01-29 02:46:29,10,10,none,none,1612,536
